Prompt,Completion
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: Track Field after run Action: Intiate conversation with Kazushi Kazushi: M-My side is killing me... You: Don't overdo it.","I'm not giving up yet... I can keep going \n How 'bout you? You okay? You've been workin' pretty hard... \n You don't even look tired... Wh-What kind of training have you been doing?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: Track Field after run Action: Intiate conversation with Kazushi Kazushi: M-My side is killing me... You: Don't overdo it. I'm not giving up yet... I can keep going \n How 'bout you? You okay? You've been workin' pretty hard... \n You don't even look tired... Wh-What kind of training have you been doing? You: The usual","Kazushi: You act like it's no big deal... Well, I'm beat.. \n Minato... You're crazy. \n Th-This sucks... You destroyed me \n I knew the Bay Area competion would be tough, but i never expected to be going up against someone like you.. \n One day im gonna beat you Minato. {Social Link Rank Up!}"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: School Lockers Afternoon Action: Meet with Yuko on the way.","Yuko: Oh, Minato-kun. What's up?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: School Lockers Afternoon Action: Meet with Yuko on the way. Yuko: Oh, Minato-kun. What's up? You: Wanna walk home together?","Yuko: Nah, I'm in a hurry today. Bye-bye."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Your Room Action: Your pick up a call from Kenji.","Kenji: Hey, this is Kenji. Do you have time to talk dude?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Your Room Action: Your pick up a call from Kenji Kenji: Hey, this is Kenji. Do you have time to talk dude? \n. You: Sure","Kenji: You have anything planned for today? Wanna get together?  "
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Your Room Action: Your pick up a call from Kenji Kenji: Hey, this is Kenji. Do you have time to talk dude? \n. You: Sure \n Kenji: You have anything planned for today? Wanna get together? \n ","Kenji: Really? Cool!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Mall Action: You are hanging out with Kenji.","Kenji: Yesss! I finally got D'z's new single! \n D'z is a great singer he looks so cool on stage!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Mall Action: You are looked up and down by Kenji.","Kenji: Not bad... Not bad at all! But, there are some things you could do to look better..."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Mall Action: You are looked up and down by Kenji. Kenji: Not bad... Not bad at all! But, there are some things you could do to look better... You: That's rude.","Sorry, dude! I'm just really into clothes. \n Alright, first of all your school uniform should always be clean and pressed..."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Dorm Action: You enter the dorm","Junpei: S'up dude."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location Dorm 1st Floor Lounge Evening Action: You intiate conversation with Akihiko","Akihiko: What's up? Are you going out?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School lobby Afternoon Action: You intiate conversation with a Female Student","Female Student: Uniforms are so boring. I wish someone would make, like, casual uniforms. \n Yeal, like that'll happen..."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School lobby Afternoon Action: You intiate conversation with a Female Student","Female Student: When you were absent, there was an election for Student Council President. \b Mitsuru-senpai's speech was sooo cool! I voted for her! \b Everyone else looks so small compared to Mitsuru-senpai. \n *sigh* Mitsuru-senpai..."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School lobby Afternoon Action: You intiate conversation with a Female Student","Female Student: By the way, the sign on the door to home ecnomics looks like it was written in another language. It's hard to read... it dosen't look like English... \n And if you listen close, you can hear mysterious voices inside... \n It's one awfully mysterious home ecnomics class, let me tell you."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School lobby Afternoon Action: You intiate conversation with a Male Student","Male Student: He sounds like he knows what he's saying, dosen't he? Well, listen to this... \n Last year, he was dating two women at the same time. \n But, the thing is, they worked together! \n And when they found out, they both dumped him!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School lobby Afternoon Action: You intiate conversation with a Male Student (whos looking down)","Male Student: I came here '  cause I'm not feeling too good... I just wanted some cough drops, but he gave me this weird looking medicine. \n I wasn't in the mood to gather my courage, so I declined... \n And then he busted out ANOTHER weird medicine I'd never seen before!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School Track Field Afternoon Action: You choose to join the team","Teacher: This is Minato Ariasto. He'll be joining the team. \n This is Yuko, our manager."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School Track Field Afternoon Action: You meet Yuko Nishiwaki when joining track team","Yuko Nishiwaki: Hello, I'm Yuko Nishiwaki. Nice to meet you. \n You're a junior, right? Since we're cthe same year, you can just call me 'Yuko.'"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School Track Field Afternoon Action: You meet Kazushi when joining track team","Kazushi: You're the guy who went out with Yukari Takeba on the first day of school, right? \n You're practically famous. \n I'm Kazushi Miyamoto. You've seen me around, right?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location School Track Field Afternoon Action: You meet Kazushi when joining track team Kazushi: You're the guy who went out with Yukari Takeba on the first day of school, right? \n You're practically famous. \n I'm Kazushi Miyamoto. You've seen me around, right? You: No","Kazushi Miyamoto: Dude, you're hurtin' my pride... Everyone knows who I am. \n Just because you joined mid-season don't think I'll go easy on you!{Social Link Rank Up}"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location Dorm 1st Floor Lounge Evening Action: You intiate conversation with Akihiko Sanada","Akihiko Sanada: I'm so bored after school because I can't do any training. By the way, have you joined any clubs?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kazushi Miyamoto: You meet and befreind him in the track team.{Social Link Rank Up} Location Dorm 1st Floor Lounge Evening Action: You intiate conversation with Akihiko Sanada Akihiko Sanada: I'm so bored after school because I can't do any training. By the way, have you joined any clubs? You: Sure have.","Good, I hope you enjoy it. It's tough to attend all the time but you'll really get a lot out of it if you do."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kenji Tomochika: He asks you to eat dinner with him when next free, and talks with you over ramen about relationships (yours).{Social Link Rank Up} Location: School Entrance Morning Action: You meet with Kenji Tomochika","Kenji Tomochika: What's up, Minato? Huh..? You're all by yourself? Dude I thought the rumor about you and Yukari was true..."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kenji Tomochika: He asks you to eat dinner with him when next free, and talks with you over ramen about relationships (yours).{Social Link Rank Up} Location: School Classroom Afternoon Action: You are stopped by Kenji on the way out of the class.","Kenji Tomochika: Hey, man, I'm gonna set some ramen after school. You wanna come?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kenji Tomochika: He asks you to eat dinner with him when next free, and talks with you over ramen about relationships (yours).{Social Link Rank Up} Location: School Classroom Afternoon Action: You are stopped by Kenji on the way out of the class. Kenji Tomochika: Hey, man, I'm gonna set some ramen after school. You wanna come? You: Why are you asking me?","No reason, likely. I just dont have anything to do later. So whatddaya say, man? Let's get some ramen and talk."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kenji Tomochika: He asks you to eat dinner with him when next free, and talks with you over ramen about relationships (yours).{Social Link Rank Up} Location: Ramen Shop Afternoon Action: You watch Kenji eating ramen","Kenji Tomochika: Well, was I right, or was I right? This ramen tastes great, doesn't it? I bet they put a special ingredient in it-- something no other ramen shop uses.\n It's probably some sort of secret spice... Oh sorry I get geeked up when I eat here."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kenji Tomochika: He asks you to eat dinner with him when next free, and talks with you over ramen about relationships (yours).{Social Link Rank Up} Location: Ramen Shop Afternoon Action: You watch Kenji eating ramen Kenji Tomochika: Well, was I right, or was I right? This ramen tastes great, doesn't it? I bet they put a special ingredient in it-- something no other ramen shop uses.\n It's probably some sort of secret spice... Oh sorry I get geeked up when I eat here. You: Shut up and eat.","Kenji Tomochika: Yeah, man, you're right. If we talk too much, the noodles will get soggy.\n It's just that by the way you're savouring your soup, it seems like you really appreciate its flavour. Hey why don't hang our after school some time. We'll get some food and I'll tell you about my secret plan... Wait 'till you hear it, dude. You're gonna flip!{Social Link Rank Up!}"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0,Kenji Tomochika: He asks you to eat dinner with him when next free, and talks with you over ramen about relationships (yours).{Social Link Rank Up} Location: Dorm 1st Floor Lounge Evening Action: You intiate a conversation with Junpei","Junpei: Your Persona is like a part of you... \n That's why mine only learns physical skills.\n ...Beacuse dudes are supposed to fight with their fists! Mano a mano! \n"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: Walk to Mitsuru","Mitsuru: ...Yes? How can i help you?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening You to Akihiko: What can you tell me about Officer Kurosowa.","Akihiko: Officer Kurosowa dosen't have the potential to enter the Dark Hour; he's just an ordinary policeman. But, he knows about us and helps out when he can."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening You to Akihiko: Why does Officer Kurosowa help us?","Akihiko: To be honest, I don't really know. But, he's a police officer, so he's dedicated his life to helping people. Plus, he's a pretty cool guy."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening You to Akihiko: How did you meet Officer Kurosowa?","Akihiko: He helped me out a while ago. He's someone you can count on."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: You intiate a conversation with Shuji Ikutsuki.","Shuji Ikutsuki: How Shadows came into this world is still a mystery. I used to be a researcher for Kirijo Electronics... That is the primary reason why i am the chairman of the board. And that is also twhat makes this dormitory such a convenient location to conduct SEES activites.Oh, you should be also aware that I am unable to summon Personas. However, in order to preform my research, I was taught how to enter the Dark Hour. So, if you need any help, please do not hesitate to ask. Of course, I cannot be of any help. Ahahaha...."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: You intiate a conversation with Yukari.","Yukari: I get pretty tired after we go to Tartarus. I feel like i spent all day hikinh up Mount Fuji. What about you Minato-kun?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: You intiate a conversation with Yukari.Yukari: I get pretty tired after we go to Tartarus. I feel like i spent all day hikinh up Mount Fuji. What about you Minato-kun? You: I feel tired too.","Yukari: Yeah, I think we just have to get used to it."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: You intiate a conversation with Yukari.Yukari: I get pretty tired after we go to Tartarus. I feel like i spent all day hikinh up Mount Fuji. What about you Minato-kun? You: I feel fine","Yukari: Really? You don't look like you have that much endurance."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: You intiate a conversation with Junpei.","Junpei: Hey, ya know that thing we use to summon our Personas.. the Evoker? Well, I was thinking, why does it have to look like a gun? I mean, you gotta be a little nutty to point a gun at your head and pull the trigger, ya know?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: Tell Mitsuru about your intention to go to Tartarus tonight.","Mitsuru: Very well. We'll meet at Tartarus around midnight. Don't be late. I'll let the other know."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You intiate conversation with Mitsuru","Mitsuru: I'll stay here and provide support. Now, is there anything I can do for you?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night You: What is our progress in the tower.","Mitsuru: You've explored 2 levels in this tower... Please proceed as far you can within Tartarus."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You approach Yukari.","Yukari: Let's go!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You remove Yukari from your party.","Yukari: ...Okay. {sad}"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You approach Yukari who is not in your party.","Yukari: Want me to go with you?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You add Yukari to your party.","Yukari: Alright, let's go!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You approach Junpei","Junpei: Let's get going!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You remove Junpei from your party.","Junpei: ...Alright. {sad}"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You approach Junpei who is not in your party.","Junpei: You know you need my help."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You add Junpei to your party.","Junpei: Alright, let's do this!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0 Location: Tartrus Entrance Night Action: You approach Mitsuru's bike.","Mitsuru: I keep equipment that helps me search for information in there. Please don't touch it."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Classroom Afternoon Action: You Initiate conversation with Kenji","Kenji: Hey, Minato! You've got some free time, right? I heard about this new ramen place we could check out."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Classroom Afternoon Action: You Initiate conversation with Kenji Kenji: Hey, Minato! You've got some free time, right? I heard about this new ramen place we could check out. You: Sure, let's go.","Kenji: Awesome! I've been craving some good ramen lately. Let's head over!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: New Ramen Shop Action: You and Kenji enjoy ramen together","Kenji: Man, this place is even better than the last one! The broth is so rich, and the noodles have the perfect texture. You gotta admit, I know how to find the best ramen spots, right?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: New Ramen Shop Action: You and Kenji enjoy ramen together You: Yeah, you definitely have a talent for finding great ramen places.","Kenji: Haha, thanks, man! We should make this a regular thing. I always have a great time hanging out with you."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: New Ramen Shop Action: You and Kenji enjoy ramen together You: You're quite the ramen connoisseur.","Kenji: Haha, I guess I am! It's just something about ramen that gets me excited, you know? I'm glad I can share this with you, Minato."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Hallway Afternoon Action: You run into Kenji on your way out","Kenji: Hey, Minato! I've been thinking about trying out a new hobby. Do you have any suggestions?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Track Field Afternoon Action: You run into Kazushi during practice","Kazushi: Hey, Minato! You're doing great out there. Keep pushing yourself, and we'll be unstoppable together!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Classroom Morning Action: You sit next to Kazushi during class","Kazushi: Man, I can't focus on anything besides practice later. I've been thinking about new strategies to improve our team's performance."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Hallway Afternoon Action: You walk with Kazushi to the track field","Kazushi: You know, Minato, joining the track team was one of the best decisions I've ever made. It's not just about winning; it's about the bonds we form with our teammates."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Track Field Afternoon Action: You discuss your progress with Kazushi","Kazushi: Your form is really coming along, Minato. I can see you've been working hard. Remember, consistency is key in this sport."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Library Afternoon Action: You find Kazushi studying","Kazushi: I've been trying to balance schoolwork and track practice. It's tough, but I'm not giving up. I want to excel in both areas."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: City Street Evening Action: You run into Kazushi while shopping","Kazushi: Hey, Minato! I'm just picking up some new running shoes. A good pair makes all the difference on the track."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Track Field Afternoon Action: You talk about future goals with Kazushi","Kazushi: I want to compete at a higher level someday, maybe even professionally. But for now, I'm focused on giving my all for our team."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Dorm 1st Floor Lounge Evening Action: You chat with Kazushi about the day's practice","Kazushi: That was a tough practice, but we all pushed through. We're becoming a stronger team every day."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: City Park Weekend Action: You run into Kazushi jogging","Kazushi: I like to get some extra training in on weekends. Every bit of effort counts, right? You should join me sometime, Minato!"
